label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107
ovale,0.02195596881210804,-0.6201196312904358,0.24358999729156494,-0.6107822060585022,0.42757269740104675,-0.5719907879829407,0.5931867361068726,-0.4948852062225342,0.70032799243927,-0.3817015588283539,0.7677489519119263,-0.24019648134708405,0.805540919303894,-0.08999865502119064,0.8237146139144897,0.09778651595115662,0.8243498802185059,0.27620720863342285,0.8202766180038452,0.45947974920272827,0.7988464832305908,0.6544145345687866,0.7506102323532104,0.857977569103241,0.6797675490379333,1.0145692825317383,0.6003539562225342,1.125312328338623,0.4955982565879822,1.224932312965393,0.40190309286117554,1.2933223247528076,0.30028367042541504,1.3490360975265503,0.17719371616840363,1.3894062042236328,0.01673104241490364,1.4010725021362305,-0.14819923043251038,1.3907150030136108,-0.2819405198097229,1.3506635427474976,-0.4002724885940552,1.2952244281768799,-0.5113338232040405,1.2284038066864014,-0.6369379162788391,1.128305435180664,-0.7344649434089661,1.015689492225647,-0.8197586536407471,0.8580841422080994,-0.8739936351776123,0.6515829563140869,-0.8985381722450256,0.45481443405151367,-0.9036808609962463,0.27148228883743286,-0.9033799171447754,0.09341328591108322,-0.8774867653846741,-0.09482675790786743,-0.8268560171127319,-0.24739961326122284,-0.7368230819702148,-0.39050257205963135,-0.6032522916793823,-0.5041567087173462,-0.41057997941970825,-0.5798083543777466,-0.20787836611270905,-0.6150822639465332,-0.6875470280647278,-0.13344570994377136,-0.6021936535835266,-0.2040969580411911,-0.48025426268577576,-0.2550496757030487,-0.32175856828689575,-0.26584330201148987,-0.1472627818584442,-0.25749656558036804,0.6786902546882629,-0.14196304976940155,0.6109613180160522,-0.21379822492599487,0.5056261420249939,-0.264117956161499,0.36417385935783386,-0.27352023124694824,0.2008274346590042,-0.2626379728317261,-0.5,0.0,0.5,0.0,0.05250146985054016,0.3632484972476959,0.03224107250571251,-0.05633305758237839,5.931137820880394e-07,4.1157760279020295e-05,5.904057798211682e-11,0.6622510552406311,0.33770716190338135,4.115781848668121e-05,5.931137820880394e-07,0.9999582767486572
ovale,0.05977413430809975,-0.6182137131690979,0.244714617729187,-0.6024643182754517,0.4023803770542145,-0.5681270956993103,0.5188975930213928,-0.5094666481018066,0.5979448556900024,-0.414863258600235,0.6482102274894714,-0.278404176235199,0.6697208285331726,-0.11973215639591217,0.6687421798706055,0.07882555574178696,0.6581586003303528,0.2656680643558502,0.651202917098999,0.4552746117115021,0.6319075226783752,0.654558002948761,0.5974100232124329,0.8600874543190002,0.5547085404396057,1.0189229249954224,0.5054226517677307,1.130557894706726,0.4349207580089569,1.2344757318496704,0.3693661093711853,1.3103758096694946,0.29597073793411255,1.3775235414505005,0.19745340943336487,1.4307796955108643,0.05347596853971481,1.4536020755767822,-0.11334355920553207,1.452973484992981,-0.2577553689479828,1.415218472480774,-0.3941482901573181,1.3574881553649902,-0.5235326290130615,1.2872782945632935,-0.6727331280708313,1.1817582845687866,-0.7963287234306335,1.0615177154541016,-0.9010939002037048,0.8952516913414001,-0.9645205140113831,0.6757184267044067,-0.9938524961471558,0.4634237289428711,-1.0027064085006714,0.2629498243331909,-0.9995616674423218,0.06667998433113098,-0.9563838243484497,-0.14347457885742188,-0.8753905892372131,-0.31275874376296997,-0.7372577786445618,-0.4580012559890747,-0.5625312328338623,-0.5545125603675842,-0.3570941090583801,-0.6026546359062195,-0.14663821458816528,-0.6225010752677917,-0.7092611193656921,-0.1766097992658615,-0.6131269931793213,-0.24441863596439362,-0.48338085412979126,-0.2816639244556427,-0.30914172530174255,-0.27630558609962463,-0.11505624651908875,-0.25203269720077515,0.6591380834579468,-0.17778298258781433,0.6257880330085754,-0.23990949988365173,0.552656888961792,-0.2750653922557831,0.42920982837677,-0.27199193835258484,0.2647770047187805,-0.24997751414775848,-0.5,2.0426106878808847e-17,0.5,-2.0426106878808847e-17,0.1495177149772644,0.38412797451019287,0.08261755108833313,0.003995032515376806,6.971765742491698e-06,0.052543848752975464,2.2521874143421883e-06,0.7200068235397339,0.22744011878967285,0.052546098828315735,6.971765742491698e-06,0.9474469423294067
ovale,0.019601082429289818,-0.6533533930778503,0.2515740692615509,-0.6472738981246948,0.4417228400707245,-0.6184300184249878,0.6129480600357056,-0.5641849637031555,0.7227509021759033,-0.4771946966648102,0.7864793539047241,-0.36295878887176514,0.8164114952087402,-0.22849155962467194,0.82303386926651,-0.04976972937583923,0.8136693835258484,0.1312599927186966,0.7974942326545715,0.3277668356895447,0.7658818960189819,0.5385017991065979,0.7116245627403259,0.7671051025390625,0.6349310278892517,0.9600305557250977,0.5459243059158325,1.1067726612091064,0.43640783429145813,1.2374571561813354,0.34181955456733704,1.3305786848068237,0.24057559669017792,1.412618637084961,0.1211845874786377,1.4720420837402344,-0.03244784474372864,1.4885185956954956,-0.187675341963768,1.4710147380828857,-0.30640754103660583,1.4110561609268188,-0.40701934695243835,1.3280600309371948,-0.5002044439315796,1.2350901365280151,-0.6061171293258667,1.1011667251586914,-0.6907625794410706,0.9492821097373962,-0.7643696665763855,0.75458824634552,-0.815811276435852,0.5218957662582397,-0.8496219515800476,0.30860304832458496,-0.8662896752357483,0.11148258298635483,-0.8745771646499634,-0.07065070420503616,-0.8581607937812805,-0.2477935403585434,-0.8186131119728088,-0.3820379376411438,-0.7379709482192993,-0.49527350068092346,-0.6087384223937988,-0.580303966999054,-0.4188230037689209,-0.6314917206764221,-0.21703805029392242,-0.6544492244720459,-0.6867200136184692,-0.15045402944087982,-0.6053861379623413,-0.182264044880867,-0.48146852850914,-0.1920989751815796,-0.3246230483055115,-0.16174036264419556,-0.1504652053117752,-0.12697838246822357,0.6795921921730042,-0.15352433919906616,0.6111630797386169,-0.18935619294643402,0.5013364553451538,-0.19981996715068817,0.3553187847137451,-0.16742973029613495,0.18581122159957886,-0.12928926944732666,-0.5,0.0,0.5,0.0,0.023071009665727615,0.5579837560653687,0.01719837076961994,0.028040686622262,1.3960193244455521e-11,0.9998451471328735,0.0001547981082694605,1.735125233722915e-20,3.747608801063507e-08,0.9999999403953552,1.3960193244455521e-11,3.747608801063507e-08
ovale,-0.05997556075453758,-0.600316047668457,0.1798519492149353,-0.601594865322113,0.3936690390110016,-0.5810815095901489,0.603036105632782,-0.5359441041946411,0.7523365616798401,-0.4541718363761902,0.8549505472183228,-0.3415188193321228,0.911457896232605,-0.21193408966064453,0.9357926249504089,-0.04235853627324104,0.9320841431617737,0.12637104094028473,0.9184792637825012,0.3067696988582611,0.8884156942367554,0.49888521432876587,0.8314736485481262,0.706382691860199,0.7453867197036743,0.8850295543670654,0.6416821479797363,1.02451753616333,0.5147318243980408,1.149743676185608,0.40587764978408813,1.238097906112671,0.28954923152923584,1.3167989253997803,0.15843920409679413,1.371638298034668,-0.002558738226071,1.3816063404083252,-0.14684529602527618,1.3558684587478638,-0.24976016581058502,1.2888835668563843,-0.3306281566619873,1.1999670267105103,-0.4040089547634125,1.1060564517974854,-0.48946765065193176,0.979576587677002,-0.5531748533248901,0.8415176868438721,-0.6112065315246582,0.6688627600669861,-0.6592101454734802,0.4672401547431946,-0.6892502903938293,0.28408175706863403,-0.7067029476165771,0.11367015540599823,-0.7296346426010132,-0.04731744900345802,-0.7422701120376587,-0.20874983072280884,-0.73067307472229,-0.33493494987487793,-0.6900402307510376,-0.44218018651008606,-0.6072640419006348,-0.5209858417510986,-0.4617743194103241,-0.5698458552360535,-0.28307074308395386,-0.5948383808135986,-0.6824610829353333,-0.1676633656024933,-0.6361887454986572,-0.20750442147254944,-0.5442299842834473,-0.2216978669166565,-0.4080882668495178,-0.19628992676734924,-0.2417549341917038,-0.16259506344795227,0.6911947131156921,-0.15720093250274658,0.5973901748657227,-0.20463640987873077,0.4644671380519867,-0.2277030348777771,0.2979447841644287,-0.2049395740032196,0.1152607873082161,-0.17086151242256165,-0.5,-2.909042633501748e-18,0.5,2.909042633501748e-18,-0.08045979589223862,0.5256969332695007,-0.05188175290822983,0.027784638106822968,1.0569215191935655e-05,0.9999542236328125,6.743022368027596e-06,1.7723773837463597e-12,2.8438307708711363e-05,0.9999610185623169,1.0569215191935655e-05,2.8438309527700767e-05
ovale,0.06556369364261627,-0.6153579950332642,0.2571302354335785,-0.6004821062088013,0.4159577488899231,-0.5643401145935059,0.5358204245567322,-0.501676619052887,0.6134191751480103,-0.4036242961883545,0.6611880660057068,-0.2664561867713928,0.6806264519691467,-0.10988159477710724,0.678899347782135,0.0856267586350441,0.6702632308006287,0.26996585726737976,0.6658273339271545,0.45740124583244324,0.6469683051109314,0.6547021269798279,0.608830451965332,0.8596042990684509,0.56324702501297,1.0193289518356323,0.5136247277259827,1.132227897644043,0.44351720809936523,1.2364057302474976,0.37995994091033936,1.312433123588562,0.30816444754600525,1.3791184425354004,0.21089580655097961,1.431485652923584,0.06770069897174835,1.454833984375,-0.10049685090780258,1.4548218250274658,-0.24696111679077148,1.417851448059082,-0.3851272463798523,1.3606513738632202,-0.5154290795326233,1.2907307147979736,-0.6673902869224548,1.184981107711792,-0.7946965098381042,1.0641703605651855,-0.9046897292137146,0.8963584899902344,-0.9719878435134888,0.675936758518219,-1.0012933015823364,0.46496596932411194,-1.0076286792755127,0.2673257291316986,-1.0016369819641113,0.07363731414079666,-0.9550046920776367,-0.13452814519405365,-0.8721647262573242,-0.30236202478408813,-0.7346435189247131,-0.4468424320220947,-0.5609992146492004,-0.5453584790229797,-0.353665828704834,-0.598082959651947,-0.14463983476161957,-0.618746817111969,-0.7027524709701538,-0.1706671565771103,-0.601523756980896,-0.24037620425224304,-0.46732476353645325,-0.2783854901790619,-0.29267463088035583,-0.272015243768692,-0.10391084104776382,-0.24658741056919098,0.6607186794281006,-0.16492633521556854,0.622633695602417,-0.22803717851638794,0.5471201539039612,-0.26619309186935425,0.4241364002227783,-0.26587536931037903,0.26293399930000305,-0.24577011168003082,-0.5,-4.9817465242985875e-18,0.5,4.9817465242985875e-18,0.16056519746780396,0.3896273970603943,0.08210934698581696,-0.0035807115491479635,4.4433459152060095e-06,0.28025728464126587,1.9569308278732933e-05,0.6934634447097778,0.026255246251821518,0.2802768349647522,4.4433459152060095e-06,0.7197186946868896
ovale,0.00029898513457737863,-0.6302915215492249,0.23035819828510284,-0.6225581765174866,0.4254898428916931,-0.5898405313491821,0.6058763861656189,-0.5262907147407532,0.7236472368240356,-0.42778074741363525,0.7919660806655884,-0.3012451231479645,0.8215230703353882,-0.1603042185306549,0.8272914290428162,0.020586613565683365,0.8173666596412659,0.19898872077465057,0.8003466725349426,0.38723868131637573,0.7683131098747253,0.5877237319946289,0.7133430242538452,0.8024569749832153,0.6357068419456482,0.977760910987854,0.5470050573348999,1.10581374168396,0.43559780716896057,1.2170161008834839,0.3370111286640167,1.2921996116638184,0.2313252091407776,1.3547803163528442,0.10891421884298325,1.3980224132537842,-0.04473600164055824,1.405681848526001,-0.19267065823078156,1.3889281749725342,-0.30588990449905396,1.338963270187378,-0.4007226228713989,1.2704243659973145,-0.48849281668663025,1.192017912864685,-0.5874481797218323,1.076589822769165,-0.6628430485725403,0.9447449445724487,-0.7262004613876343,0.7679072618484497,-0.7677452564239502,0.5495580434799194,-0.7924561500549316,0.3479037582874298,-0.8038568496704102,0.16173595190048218,-0.8120464086532593,-0.014292956329882145,-0.8011846542358398,-0.19206580519676208,-0.7699614763259888,-0.3312360346317291,-0.7022482752799988,-0.45366600155830383,-0.5877954363822937,-0.5466588735580444,-0.41305410861968994,-0.6041624546051025,-0.22306659817695618,-0.6300005912780762,-0.6739601492881775,-0.15530698001384735,-0.6076472401618958,-0.20265887677669525,-0.4978432357311249,-0.22731377184391022,-0.35090774297714233,-0.21057969331741333,-0.1830649971961975,-0.18123206496238708,0.6676343083381653,-0.14512324333190918,0.5972515344619751,-0.19839808344841003,0.4856700599193573,-0.2289506047964096,0.33568572998046875,-0.2153369039297104,0.16198663413524628,-0.18650230765342712,-0.5,4.763955659277663e-18,0.5,-4.763955659277663e-18,-0.011186685413122177,0.49310070276260376,-0.010283593088388443,0.0019469291437417269,3.230976020063281e-08,0.9919884204864502,0.007985278032720089,3.484168450751343e-17,2.6272509785485454e-05,0.999973714351654,3.230976020063281e-08,2.6272509785485454e-05
ovale,-0.0148963313549757,-0.5992428064346313,0.18409456312656403,-0.5969828367233276,0.36949944496154785,-0.5745675563812256,0.5404703617095947,-0.5296406149864197,0.6771441102027893,-0.4454070031642914,0.7873906493186951,-0.3175186216831207,0.8591763973236084,-0.16350598633289337,0.8988226056098938,0.03783206269145012,0.906436026096344,0.2301052063703537,0.9053856134414673,0.431566447019577,0.8889772891998291,0.6486013531684875,0.8434872627258301,0.877091109752655,0.7649903297424316,1.0615545511245728,0.6714128255844116,1.1979666948318481,0.5515538454055786,1.321120023727417,0.44392186403274536,1.408099889755249,0.32832518219947815,1.4817535877227783,0.1961137056350708,1.533555507659912,0.03035966120660305,1.5484769344329834,-0.13483533263206482,1.5348799228668213,-0.26388484239578247,1.4831329584121704,-0.37345680594444275,1.4099278450012207,-0.4740445911884308,1.3253931999206543,-0.5832545757293701,1.203882098197937,-0.6662389636039734,1.0676519870758057,-0.7416052222251892,0.8860304951667786,-0.795462965965271,0.6572919487953186,-0.8239619731903076,0.44215014576911926,-0.8342863917350769,0.24418038129806519,-0.8378807306289673,0.05305609107017517,-0.8110316395759583,-0.14704665541648865,-0.7568403482437134,-0.3043341338634491,-0.668052613735199,-0.43438172340393066,-0.54970782995224,-0.5213572382926941,-0.39398202300071716,-0.5687083005905151,-0.21381349861621857,-0.5935361981391907,-0.6808682084083557,-0.1446019411087036,-0.6123414635658264,-0.20065896213054657,-0.510890543460846,-0.23520982265472412,-0.3633928596973419,-0.23269584774971008,-0.18444867432117462,-0.21203581988811493,0.6821324229240417,-0.14472432434558868,0.600376307964325,-0.1995190978050232,0.487507164478302,-0.235433891415596,0.3342652916908264,-0.23359884321689606,0.1553572565317154,-0.21230901777744293,-0.5,0.0,0.5,0.0,-0.004443387966603041,0.4938388466835022,-0.003063478274270892,0.03952428326010704,2.933148612882519e-09,0.16054792702198029,2.5904819267452694e-06,1.0111061293782697e-11,0.8394494652748108,0.16055051982402802,2.933148612882519e-09,0.8394494652748108
ovale,0.026285678148269653,-0.6461474895477295,0.24189777672290802,-0.6426874995231628,0.4251853823661804,-0.6152035593986511,0.5875094532966614,-0.5605762004852295,0.6948163509368896,-0.47057607769966125,0.7650548815727234,-0.3470684587955475,0.8038088083267212,-0.20205548405647278,0.8186575174331665,-0.010582465678453445,0.8167295455932617,0.17716524004936218,0.81621915102005,0.3765258193016052,0.8040834069252014,0.5906288623809814,0.7647300362586975,0.8155293464660645,0.6963822245597839,0.9987343549728394,0.6149901747703552,1.135727047920227,0.5100902318954468,1.2630866765975952,0.419906347990036,1.3565829992294312,0.32622435688972473,1.4387046098709106,0.21247412264347076,1.499005675315857,0.061095431447029114,1.5223585367202759,-0.10283920168876648,1.5134626626968384,-0.24109922349452972,1.4626884460449219,-0.36782512068748474,1.387800693511963,-0.48938268423080444,1.3017385005950928,-0.6310558319091797,1.1789554357528687,-0.7468461990356445,1.0429526567459106,-0.845897376537323,0.8617543578147888,-0.9050735235214233,0.6313487887382507,-0.9316282272338867,0.4120095372200012,-0.9392102360725403,0.2093011736869812,-0.9394561052322388,0.016729086637496948,-0.9069471955299377,-0.18075630068778992,-0.84438556432724,-0.33524245023727417,-0.7376317977905273,-0.4671715199947357,-0.5919125080108643,-0.5626448392868042,-0.3989230692386627,-0.618298351764679,-0.19757218658924103,-0.6434259414672852,-0.6957047581672668,-0.1519421935081482,-0.6051067113876343,-0.21338067948818207,-0.4801282286643982,-0.25230729579925537,-0.3184712827205658,-0.2502886652946472,-0.13898615539073944,-0.2300081104040146,0.6735039353370667,-0.16392529010772705,0.6065365076065063,-0.2156994342803955,0.5031523108482361,-0.2523327171802521,0.36174076795578003,-0.2508108913898468,0.19504059851169586,-0.2315138578414917,-0.5,-6.6864131519473615e-18,0.5,6.6864131519473615e-18,0.06487145274877548,0.5093033909797668,0.03527496010065079,0.006037118379026651,6.917250772175976e-09,0.9970114827156067,4.2996924776161904e-07,2.114007280340502e-08,0.002988079097121954,0.9970118999481201,6.917250772175976e-09,0.0029881002847105265
ovale,-0.09424756467342377,-0.6038334369659424,0.11515902727842331,-0.6121419072151184,0.31900885701179504,-0.600341260433197,0.5214691758155823,-0.5665457248687744,0.699823260307312,-0.48798444867134094,0.8530198335647583,-0.36173388361930847,0.956006646156311,-0.20696640014648438,1.0164777040481567,-0.0010172475595027208,1.0335577726364136,0.199065163731575,1.037791132926941,0.40904420614242554,1.0212843418121338,0.634127140045166,0.965975821018219,0.8680933117866516,0.8642290830612183,1.0567717552185059,0.7430341243743896,1.197365641593933,0.5984153151512146,1.3254048824310303,0.4745703637599945,1.4153354167938232,0.3442354202270508,1.4902232885360718,0.2042781561613083,1.539860486984253,0.04045243188738823,1.5480023622512817,-0.11097352206707001,1.525047779083252,-0.21878109872341156,1.46379816532135,-0.3040657639503479,1.3826191425323486,-0.3819333612918854,1.2935516834259033,-0.4694324731826782,1.1722288131713867,-0.5318790674209595,1.0380918979644775,-0.5885862112045288,0.858591616153717,-0.63515305519104,0.6351162195205688,-0.6673284769058228,0.4257071316242218,-0.69175785779953,0.23213359713554382,-0.724308431148529,0.0455285869538784,-0.74310302734375,-0.14544324576854706,-0.7312447428703308,-0.2962202727794647,-0.6812989115715027,-0.42268988490104675,-0.5947503447532654,-0.508066713809967,-0.4619067907333374,-0.5584887862205505,-0.29075905680656433,-0.5897226333618164,-0.6789701581001282,-0.14579951763153076,-0.6401830315589905,-0.19539621472358704,-0.560041069984436,-0.22503551840782166,-0.42601296305656433,-0.21963486075401306,-0.25176095962524414,-0.1979832500219345,0.6813545823097229,-0.15165717899799347,0.5752341151237488,-0.20155788958072662,0.443834125995636,-0.23059076070785522,0.2791866362094879,-0.22275316715240479,0.09508233517408371,-0.1972525715827942,-0.5,-2.0726110397730804e-18,0.5,2.0726110397730804e-18,-0.08244135230779648,0.5086717009544373,-0.05469197407364845,0.05076346918940544,2.4562878024880774e-05,0.9517514705657959,9.054013207787648e-05,0.04065670818090439,0.0074767121113836765,0.9518420100212097,2.4562878024880774e-05,0.04813342168927193
ovale,-0.06938342750072479,-0.654829204082489,0.1617332547903061,-0.6577611565589905,0.37321749329566956,-0.6319250464439392,0.5854705572128296,-0.5721792578697205,0.7468366622924805,-0.47091448307037354,0.8690224289894104,-0.3348976671695709,0.9453750848770142,-0.1834351271390915,0.9889664053916931,0.013365395367145538,0.9975316524505615,0.20349714159965515,0.9945216774940491,0.40422263741493225,0.9689146876335144,0.6206792593002319,0.9077469706535339,0.8494406938552856,0.810655415058136,1.0374118089675903,0.6983563899993896,1.1791995763778687,0.5605124235153198,1.3067253828048706,0.4405086040496826,1.3947670459747314,0.3136679530143738,1.4669506549835205,0.17456279695034027,1.5139070749282837,0.0106375552713871,1.5212583541870117,-0.13699884712696075,1.4979982376098633,-0.24514524638652802,1.4374817609786987,-0.3310220241546631,1.3559978008270264,-0.40938276052474976,1.2648037672042847,-0.4977525472640991,1.1402571201324463,-0.5624717473983765,1.0053197145462036,-0.6220707297325134,0.8274518251419067,-0.6710654497146606,0.6075024604797363,-0.7027789354324341,0.4025368094444275,-0.7216630578041077,0.21308210492134094,-0.7454645037651062,0.03137795254588127,-0.7540946006774902,-0.156019389629364,-0.7379328608512878,-0.30553707480430603,-0.6901008486747742,-0.4390283524990082,-0.6011595726013184,-0.5411626100540161,-0.4556097090244293,-0.6081252098083496,-0.2822033762931824,-0.6436910629272461,-0.6707887053489685,-0.1600458025932312,-0.6203207969665527,-0.21798355877399445,-0.5282071828842163,-0.2535631060600281,-0.39334234595298767,-0.24747025966644287,-0.2321314662694931,-0.22461621463298798,0.6794968247413635,-0.1611366719007492,0.5762524008750916,-0.2238454818725586,0.4402846395969391,-0.26317232847213745,0.2745468020439148,-0.25698724389076233,0.09506049007177353,-0.23073464632034302,-0.5,0.0,0.5,0.0,-0.09375934302806854,0.47854873538017273,-0.05877326428890228,-0.012212875299155712,6.539905683666802e-08,0.9999973773956299,2.457083155604778e-06,3.1350166906918275e-09,7.601394003131645e-08,0.9999998807907104,6.539905683666802e-08,7.914896116290038e-08
